,day,cals,type_meal,meal,link,title,Calories,Carbs,Fat,Protein,Fiber,receita,obs,Meal
64,11,2973,Lunch,Carrots with Hummus,https://www.eatthismuch.com/food/browse/?q=Carrots%20with%20Hummus,Carrots with Hummus,700.0,224.0,75.0,71.0,79.0,"https://www.eatthismuch.com/recipe/nutrition/carrots-with-hummus,34111/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/carrots-with-hummus,34111/>Carrots with Hummus</a>"
65,11,2973,Dinner,Gourmet Grilled Cheese,https://www.eatthismuch.com/food/browse/?q=Gourmet%20Grilled%20Cheese,Gourmet Grilled Cheese,1832.0,267.0,246.0,323.0,38.0,"https://www.eatthismuch.com/recipe/nutrition/gourmet-grilled-cheese,36733/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/gourmet-grilled-cheese,36733/>Gourmet Grilled Cheese</a>"
66,11,2973,Snack,Corn Flakes,https://www.eatthismuch.com/food/browse/?q=Corn%20Flakes,Corn Flakes,222.0,353.0,50.0,101.0,9.0,"https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>"
67,11,2973,Snack,Granola,https://www.eatthismuch.com/food/browse/?q=Granola,Granola,139.0,151.0,68.0,42.0,26.0,"https://www.eatthismuch.com/recipe/nutrition/granola,473426/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>"
68,12,3000,Breakfast,Homemade Turkey McMuffins,https://www.eatthismuch.com/food/browse/?q=Homemade%20Turkey%20McMuffins,Homemade Turkey McMuffins,438.0,285.0,223.0,314.0,44.0,"https://www.eatthismuch.com/recipe/nutrition/homemade-turkey-mcmuffins,927330/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/homemade-turkey-mcmuffins,927330/>Homemade Turkey McMuffins</a>"
69,12,3000,Breakfast,3 Herb Breakfast Patties,https://www.eatthismuch.com/food/browse/?q=3%20Herb%20Breakfast%20Patties,3 Herb Breakfast Patties,295.0,3.0,198.0,273.0,2.0,"https://www.eatthismuch.com/recipe/nutrition/3-herb-breakfast-patties,925705/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/3-herb-breakfast-patties,925705/>3 Herb Breakfast Patties</a>"
70,12,3000,Lunch,Turkey and Provolone Sandwich,https://www.eatthismuch.com/food/browse/?q=Turkey%20and%20Provolone%20Sandwich,"Turkey, Provolone, and Sprout Sandwich",2228.0,473.0,263.0,346.0,114.0,"https://www.eatthismuch.com/recipe/nutrition/turkey-provolone-and-sprout-sandwich,1028373/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-provolone-and-sprout-sandwich,1028373/>Turkey and Provolone Sandwich</a>"
71,12,3000,Dinner,Almond Butter Chicken Salad Lettuce Wrap,https://www.eatthismuch.com/food/browse/?q=Almond%20Butter%20Chicken%20Salad%20Lettuce%20Wrap,Almond Butter Chicken Salad Lettuce Wrap,1828.0,222.0,154.0,575.0,48.0,"https://www.eatthismuch.com/recipe/nutrition/almond-butter-chicken-salad-lettuce-wrap,1008886/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/almond-butter-chicken-salad-lettuce-wrap,1008886/>Almond Butter Chicken Salad Lettuce Wrap</a>"
72,12,3000,Dinner,Baked Sweet Potato Fries,https://www.eatthismuch.com/food/browse/?q=Baked%20Sweet%20Potato%20Fries,Baked Sweet Potato Fries,536.0,267.0,24.0,22.0,41.0,"https://www.eatthismuch.com/recipe/nutrition/baked-sweet-potato-fries,936932/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/baked-sweet-potato-fries,936932/>Baked Sweet Potato Fries</a>"
73,12,3000,Snack,Spinach Avocado Smoothie Bowl,https://www.eatthismuch.com/food/browse/?q=Spinach%20Avocado%20Smoothie%20Bowl,Spinach Avocado Smoothie Bowl,154.0,73.0,132.0,19.0,51.0,"https://www.eatthismuch.com/recipe/nutrition/spinach-avocado-smoothie-bowl,1028348/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/spinach-avocado-smoothie-bowl,1028348/>Spinach Avocado Smoothie Bowl</a>"
74,12,3000,Snack,Banana,https://www.eatthismuch.com/food/browse/?q=Banana,Banana,105.0,270.0,4.0,13.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/banana,474253/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>"
75,13,3025,Breakfast,Knock-Oats,https://www.eatthismuch.com/food/browse/?q=Knock-Oats,Knock-Oats,451.0,635.0,196.0,140.0,98.0,"https://www.eatthismuch.com/recipe/nutrition/knock-oats,56257/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/knock-oats,56257/>Knock-Oats</a>"
76,13,3025,Lunch,Spinach and Turkey Wrap,https://www.eatthismuch.com/food/browse/?q=Spinach%20and%20Turkey%20Wrap,Spinach and Turkey Wrap,1160.0,273.0,133.0,154.0,19.0,"https://www.eatthismuch.com/recipe/nutrition/spinach-and-turkey-wrap,906881/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/spinach-and-turkey-wrap,906881/>Spinach and Turkey Wrap</a>"
77,13,3025,Lunch,Basic protein shake,https://www.eatthismuch.com/food/browse/?q=Basic%20protein%20shake,Basic protein shake,968.0,147.0,58.0,320.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>"
78,13,3025,Dinner,Almond Butter Chicken Salad Lettuce Wrap,https://www.eatthismuch.com/food/browse/?q=Almond%20Butter%20Chicken%20Salad%20Lettuce%20Wrap,Almond Butter Chicken Salad Lettuce Wrap,1828.0,222.0,154.0,575.0,48.0,"https://www.eatthismuch.com/recipe/nutrition/almond-butter-chicken-salad-lettuce-wrap,1008886/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/almond-butter-chicken-salad-lettuce-wrap,1008886/>Almond Butter Chicken Salad Lettuce Wrap</a>"
79,13,3025,Snack,Corn Flakes,https://www.eatthismuch.com/food/browse/?q=Corn%20Flakes,Corn Flakes,222.0,353.0,50.0,101.0,9.0,"https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>"
80,13,3025,Snack,Almonds,https://www.eatthismuch.com/food/browse/?q=Almonds,Almonds,164.0,61.0,142.0,60.0,35.0,"https://www.eatthismuch.com/recipe/nutrition/almonds,524950/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>"
81,14,3028,Breakfast,Almond Butter Smoothie,https://www.eatthismuch.com/food/browse/?q=Almond%20Butter%20Smoothie,Almond Butter Smoothie (Paleo),462.0,680.0,206.0,95.0,101.0,"https://www.eatthismuch.com/recipe/nutrition/almond-butter-smoothie-paleo,1472986/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/almond-butter-smoothie-paleo,1472986/>Almond Butter Smoothie</a>"
82,14,3028,Breakfast,Cream Cheese Toast,https://www.eatthismuch.com/food/browse/?q=Cream%20Cheese%20Toast,Cream Cheese Toast,191.0,271.0,67.0,64.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/cream-cheese-toast,905955/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cream-cheese-toast,905955/>Cream Cheese Toast</a>"
83,14,3028,Lunch,Apricot Jam and Almond Butter Sandwich,https://www.eatthismuch.com/food/browse/?q=Apricot%20Jam%20and%20Almond%20Butter%20Sandwich,Apricot Jam and Almond Butter Sandwich,1168.0,393.0,111.0,104.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/apricot-jam-and-almond-butter-sandwich,907177/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/apricot-jam-and-almond-butter-sandwich,907177/>Apricot Jam and Almond Butter Sandwich</a>"
84,14,3028,Lunch,Cheese slices,https://www.eatthismuch.com/food/browse/?q=Cheese%20slices,Cheese slices,460.0,4.0,96.0,68.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/>Cheese slices</a>"
85,14,3028,Dinner,Balsamic Chicken and Mushrooms,https://www.eatthismuch.com/food/browse/?q=Balsamic%20Chicken%20and%20Mushrooms,Balsamic Chicken and Mushrooms,1368.0,47.0,87.0,542.0,7.0,"https://www.eatthismuch.com/recipe/nutrition/balsamic-chicken-and-mushrooms,1017635/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/balsamic-chicken-and-mushrooms,1017635/>Balsamic Chicken and Mushrooms</a>"
86,14,3028,Dinner,"Garlic and Cream Cheese Cauliflower ""Mashed Potatoes""","https://www.eatthismuch.com/food/browse/?q=Garlic%20and%20Cream%20Cheese%20Cauliflower%20""Mashed%20Potatoes""","Garlic and Cream Cheese Cauliflower ""Mashed Potatoes""",560.0,185.0,54.0,82.0,58.0,"https://www.eatthismuch.com/recipe/nutrition/garlic-and-cream-cheese-cauliflower-mashed-potatoe,907072/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/garlic-and-cream-cheese-cauliflower-mashed-potatoe,907072/>Garlic and Cream Cheese Cauliflower ""Mashed Potatoes""</a>"
87,14,3028,Snack,Corn Flakes,https://www.eatthismuch.com/food/browse/?q=Corn%20Flakes,Corn Flakes,222.0,353.0,50.0,101.0,9.0,"https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>"
88,14,3028,Snack,Banana Almond Butter,https://www.eatthismuch.com/food/browse/?q=Banana%20Almond%20Butter,Banana Almond Butter,203.0,300.0,93.0,46.0,47.0,"https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter,717739/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter,717739/>Banana Almond Butter</a>"
89,15,3019,Breakfast,Blueberry protein pudding,https://www.eatthismuch.com/food/browse/?q=Blueberry%20protein%20pudding,Blueberry protein pudding,432.0,267.0,36.0,728.0,27.0,"https://www.eatthismuch.com/recipe/nutrition/blueberry-protein-pudding,386736/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/blueberry-protein-pudding,386736/>Blueberry protein pudding</a>"
90,15,3019,Breakfast,Buttered Toast with Cinnamon,https://www.eatthismuch.com/food/browse/?q=Buttered%20Toast%20with%20Cinnamon,Buttered Toast with Cinnamon,144.0,182.0,56.0,56.0,33.0,"https://www.eatthismuch.com/recipe/nutrition/buttered-toast-with-cinnamon,906422/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/buttered-toast-with-cinnamon,906422/>Buttered Toast with Cinnamon</a>"
91,15,3019,Lunch,Big PB&J Sandwich,https://www.eatthismuch.com/food/browse/?q=Big%20PB&J%20Sandwich,Big Bad Bean Burrito,976.0,309.0,119.0,76.0,113.0,"https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>"
92,15,3019,Lunch,Almonds,https://www.eatthismuch.com/food/browse/?q=Almonds,Almonds,656.0,61.0,142.0,60.0,35.0,"https://www.eatthismuch.com/recipe/nutrition/almonds,524950/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>"
93,15,3019,Dinner,Pasta Caprice,https://www.eatthismuch.com/food/browse/?q=Pasta%20Caprice,Pasta Caprice,1452.0,589.0,77.0,162.0,45.0,"https://www.eatthismuch.com/recipe/nutrition/pasta-caprice,927225/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/pasta-caprice,927225/>Pasta Caprice</a>"
94,15,3019,Snack,Apples and Almond Butter,https://www.eatthismuch.com/food/browse/?q=Apples%20and%20Almond%20Butter,Apples and Almond Butter,291.0,311.0,181.0,72.0,77.0,"https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>"
95,15,3019,Snack,Granola,https://www.eatthismuch.com/food/browse/?q=Granola,Granola,139.0,151.0,68.0,42.0,26.0,"https://www.eatthismuch.com/recipe/nutrition/granola,473426/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>"
96,16,2996,Breakfast,Peanut Butter Protein Oats,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Protein%20Oats,Peanut Butter Protein Oats,390.0,326.0,139.0,357.0,52.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/>Peanut Butter Protein Oats</a>"
97,16,2996,Lunch,Strawberry protein smoothie,https://www.eatthismuch.com/food/browse/?q=Strawberry%20protein%20smoothie,Tropical protein smoothie,1700.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>"
98,16,2996,Lunch,Peanut Butter & Carrots,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Carrots,Peanut Butter & Carrots,964.0,192.0,163.0,89.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-carrots,386810/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-carrots,386810/>Peanut Butter & Carrots</a>"
99,16,2996,Dinner,Tuna Macaroni Goulash,https://www.eatthismuch.com/food/browse/?q=Tuna%20Macaroni%20Goulash,Tuna Macaroni Goulash,1332.0,538.0,35.0,249.0,48.0,"https://www.eatthismuch.com/recipe/nutrition/tuna-macaroni-goulash,34719/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-macaroni-goulash,34719/>Tuna Macaroni Goulash</a>"
100,16,2996,Snack,Apples and Almond Butter,https://www.eatthismuch.com/food/browse/?q=Apples%20and%20Almond%20Butter,Apples and Almond Butter,291.0,311.0,181.0,72.0,77.0,"https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>"
101,16,2996,Snack,Oranges,https://www.eatthismuch.com/food/browse/?q=Oranges,Oranges,62.0,154.0,2.0,12.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/oranges,477502/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/oranges,477502/>Oranges</a>"
102,17,2983,Breakfast,Peanut Butter Protein Oats,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Protein%20Oats,Peanut Butter Protein Oats,390.0,326.0,139.0,357.0,52.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/>Peanut Butter Protein Oats</a>"
103,17,2983,Lunch,Basic protein shake,https://www.eatthismuch.com/food/browse/?q=Basic%20protein%20shake,Basic protein shake,968.0,147.0,58.0,320.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>"
104,17,2983,Lunch,Grapes,https://www.eatthismuch.com/food/browse/?q=Grapes,Grapes,416.0,273.0,2.0,11.0,14.0,"https://www.eatthismuch.com/recipe/nutrition/grapes,474464/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>"
105,17,2983,Dinner,Turkey Bacon BLT Sandwich,https://www.eatthismuch.com/food/browse/?q=Turkey%20Bacon%20BLT%20Sandwich,Turkey Bacon BLT Sandwich,2056.0,313.0,290.0,329.0,50.0,"https://www.eatthismuch.com/recipe/nutrition/turkey-bacon-blt-sandwich,905840/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-bacon-blt-sandwich,905840/>Turkey Bacon BLT Sandwich</a>"
106,17,2983,Snack,Peanut Butter & Carrots,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Carrots,Peanut Butter & Carrots,241.0,192.0,163.0,89.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-carrots,386810/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-carrots,386810/>Peanut Butter & Carrots</a>"
107,18,3001,Breakfast,Peach Yogurt Parfait,https://www.eatthismuch.com/food/browse/?q=Peach%20Yogurt%20Parfait,Peach and Blueberry Parfait,420.0,500.0,112.0,321.0,68.0,"https://www.eatthismuch.com/recipe/nutrition/peach-and-blueberry-parfait,717844/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peach-and-blueberry-parfait,717844/>Peach Yogurt Parfait</a>"
108,18,3001,Lunch,Coconut Milk Protein Shake,https://www.eatthismuch.com/food/browse/?q=Coconut%20Milk%20Protein%20Shake,Coconut Milk Protein Shake,1440.0,190.0,80.0,510.0,20.0,"https://www.eatthismuch.com/recipe/nutrition/coconut-milk-protein-shake,34529/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/coconut-milk-protein-shake,34529/>Coconut Milk Protein Shake</a>"
109,18,3001,Dinner,"Mushroom, Spinach, and Tomato Pita Pizza","https://www.eatthismuch.com/food/browse/?q=Mushroom,%20Spinach,%20and%20Tomato%20Pita%20Pizza","Mushroom, Spinach, and Tomato Pita Pizza",1432.0,489.0,132.0,167.0,87.0,"https://www.eatthismuch.com/recipe/nutrition/mushroom-spinach-and-tomato-pita-pizza,942506/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/mushroom-spinach-and-tomato-pita-pizza,942506/>Mushroom, Spinach, and Tomato Pita Pizza</a>"
110,18,3001,Dinner,Stir Fried Mixed Veggies in Soy Sauce,https://www.eatthismuch.com/food/browse/?q=Stir%20Fried%20Mixed%20Veggies%20in%20Soy%20Sauce,Stir Fried Mixed Veggies in Soy Sauce,664.0,196.0,76.0,57.0,58.0,"https://www.eatthismuch.com/recipe/nutrition/stir-fried-mixed-veggies-in-soy-sauce,906709/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/stir-fried-mixed-veggies-in-soy-sauce,906709/>Stir Fried Mixed Veggies in Soy Sauce</a>"
111,18,3001,Snack,Corn Flakes,https://www.eatthismuch.com/food/browse/?q=Corn%20Flakes,Corn Flakes,222.0,353.0,50.0,101.0,9.0,"https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>"
112,18,3001,Snack,Oranges,https://www.eatthismuch.com/food/browse/?q=Oranges,Oranges,62.0,154.0,2.0,12.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/oranges,477502/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/oranges,477502/>Oranges</a>"
113,19,2985,Breakfast,Orange-Vanilla Protein Smoothie,https://www.eatthismuch.com/food/browse/?q=Orange-Vanilla%20Protein%20Smoothie,Orange-Vanilla Protein Smoothie,390.0,594.0,18.0,274.0,15.0,"https://www.eatthismuch.com/recipe/nutrition/orange-vanilla-protein-smoothie,717903/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/orange-vanilla-protein-smoothie,717903/>Orange-Vanilla Protein Smoothie</a>"
114,19,2985,Lunch,Strawberry protein smoothie,https://www.eatthismuch.com/food/browse/?q=Strawberry%20protein%20smoothie,Tropical protein smoothie,1700.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>"
115,19,2985,Lunch,Almonds,https://www.eatthismuch.com/food/browse/?q=Almonds,Almonds,656.0,61.0,142.0,60.0,35.0,"https://www.eatthismuch.com/recipe/nutrition/almonds,524950/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>"
116,19,2985,Dinner,Chicken Fajitas,https://www.eatthismuch.com/food/browse/?q=Chicken%20Fajitas,Chicken Fajitas,1480.0,336.0,113.0,314.0,32.0,"https://www.eatthismuch.com/recipe/nutrition/chicken-fajitas,412924/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/chicken-fajitas,412924/>Chicken Fajitas</a>"
117,19,2985,Snack,Granola,https://www.eatthismuch.com/food/browse/?q=Granola,Granola,139.0,151.0,68.0,42.0,26.0,"https://www.eatthismuch.com/recipe/nutrition/granola,473426/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>"
118,19,2985,Snack,Grapes,https://www.eatthismuch.com/food/browse/?q=Grapes,Grapes,104.0,273.0,2.0,11.0,14.0,"https://www.eatthismuch.com/recipe/nutrition/grapes,474464/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>"
119,20,2975,Breakfast,Vanilla Banana Milkshake,https://www.eatthismuch.com/food/browse/?q=Vanilla%20Banana%20Milkshake,Vanilla Banana Milkshake,364.0,610.0,89.0,130.0,33.0,"https://www.eatthismuch.com/recipe/nutrition/vanilla-banana-milkshake,906702/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/vanilla-banana-milkshake,906702/>Vanilla Banana Milkshake</a>"
120,20,2975,Lunch,Fruit & Vegetable Plate with Almonds & Cheese,https://www.eatthismuch.com/food/browse/?q=Fruit%20Vegetable%20Plate%20with%20Almonds%20Cheese,Fruit & Vegetable Plate with Almonds & Cheese,1080.0,265.0,142.0,129.0,81.0,"https://www.eatthismuch.com/recipe/nutrition/fruit-vegetable-plate-with-almonds-cheese,1478259/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/fruit-vegetable-plate-with-almonds-cheese,1478259/>Fruit & Vegetable Plate with Almonds & Cheese</a>"
121,20,2975,Lunch,Cinnamon Apple Delight,https://www.eatthismuch.com/food/browse/?q=Cinnamon%20Apple%20Delight,Cinnamon Apple Delight,896.0,386.0,11.0,180.0,64.0,"https://www.eatthismuch.com/recipe/nutrition/cinnamon-apple-delight,46501/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-apple-delight,46501/>Cinnamon Apple Delight</a>"
122,20,2975,Dinner,Chicken & Mashed Potatoes,https://www.eatthismuch.com/food/browse/?q=Chicken%20Mashed%20Potatoes,Chicken & Mashed Potatoes,1412.0,149.0,139.0,404.0,19.0,"https://www.eatthismuch.com/recipe/nutrition/chicken-mashed-potatoes,1012750/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/chicken-mashed-potatoes,1012750/>Chicken & Mashed Potatoes</a>"
123,20,2975,Dinner,Roasted Broccoli with Parmesan Lemon Butter Sauce,https://www.eatthismuch.com/food/browse/?q=Roasted%20Broccoli%20with%20Parmesan%20Lemon%20Butter%20Sauce,Roasted Broccoli with Parmesan Lemon Butter Sauce,280.0,41.0,54.0,29.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/roasted-broccoli-with-parmesan-lemon-butter-sauce,934849/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/roasted-broccoli-with-parmesan-lemon-butter-sauce,934849/>Roasted Broccoli with Parmesan Lemon Butter Sauce</a>"
124,20,2975,Snack,"Banana, Almond Butter and Raisins","https://www.eatthismuch.com/food/browse/?q=Banana,%20Almond%20Butter%20and%20Raisins","Banana, Almond Butter and Raisins",177.0,310.0,62.0,36.0,42.0,"https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter-and-raisins,55354/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter-and-raisins,55354/>Banana, Almond Butter and Raisins</a>"
125,21,2988,Breakfast,Scrambled Eggs with Sausage and Feta,https://www.eatthismuch.com/food/browse/?q=Scrambled%20Eggs%20with%20Sausage%20and%20Feta,Scrambled Eggs with Sausage and Feta,148.0,27.0,89.0,137.0,4.0,"https://www.eatthismuch.com/recipe/nutrition/scrambled-eggs-with-sausage-and-feta,907211/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/scrambled-eggs-with-sausage-and-feta,907211/>Scrambled Eggs with Sausage and Feta</a>"
